Word,Definition,Turkish Translation,Example Sentence,Part of Speech,Related Forms,Synonyms,Antonyms,Collocations,Topic,Lang,Phonetic,Audio,CEFR
harmony,The combination of simultaneously sounded musical notes to produce chords and chord progressions having a pleasing effect,uyum,Their voices were in perfect harmony.,"noun, verb",harmonies,"accord, concord","discord, dissonance","in harmony, perfect harmony",văn hóa,en,/ˈhɑːməni/,https://api.dictionaryapi.dev/media/pronunciations/en/harmony-us.mp3,B1
harsh,Unpleasantly rough or jarring to the senses,sert,The teacher's criticism was harsh.,"adjective, noun",harshly,"severe, rough","gentle, mild","harsh criticism, harsh conditions",nghề nghiệp,en,/hɑːʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/harsh-au.mp3,A2
harvest,The process or period of gathering in crops,hasat,The farmers are busy with the harvest.,"noun, verb","harvests, harvesting, harvested","reap, gather","sow, plant","harvest season, harvest time",du lịch,en,/ˈhaːvəst/,https://api.dictionaryapi.dev/media/pronunciations/en/harvest-us.mp3,B1
hat,"A shaped covering for the head worn for warmth, as a fashion item, or as part of a uniform",şapka,He wore a hat to protect himself from the sun.,"noun, verb",hats,"cap, headwear",none,"wear a hat, take off a hat",khác,en,[hat],https://api.dictionaryapi.dev/media/pronunciations/en/hat-us.mp3,A1
hate,Intense dislike; feel antipathy or aversion towards,nefret,She hates getting up early.,"verb, noun","hates, hating, hated","detest, loathe","love, like","hate doing, hate it",nghề nghiệp,en,/heɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/hate-uk.mp3,A2
hatred,Intense dislike or ill will,nefret,She was filled with hatred for her enemies.,"noun, verb",hatreds,"loathing, animosity","love, affection","intense hatred, feel hatred",khác,en,/ˈheɪtɹɪd/,https://api.dictionaryapi.dev/media/pronunciations/en/hatred-us.mp3,A2
have,"Possess, own, or hold",sahip olmak,They have a beautiful house.,"verb, noun","having, had","own, possess","lack, need","have a car, have to",khác,en,,https://api.dictionaryapi.dev/media/pronunciations/en/have-au.mp3,A1
he,"Used to refer to a man, boy, or male animal previously mentioned or easily identified",o (erkek),He is my brother.,pronoun,"him, himself",he,she,"he is, he has",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=he&tl=en&client=tw-ob,A1
head,"The upper part of the human body, or the front or upper part of an animal's body, typically separated from the rest of the body by a neck, and containing the brain, eyes, ears, nose, and mouth",baş,He nodded his head in agreement.,"noun, verb",heads,"cranium, noggin",none,"head of the company, head injury",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=head&tl=en&client=tw-ob,A1
headline,A heading at the top of an article or page in a newspaper or magazine,manşet,The news headline caught everyone's attention.,"noun, verb",headlines,"title, caption",body,"news headline, headline news",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=headline&tl=en&client=tw-ob,B1
health,The state of being free from illness or injury,sağlık,Regular exercise is good for your health.,"noun, verb",healths,"well-being, fitness","illness, disease","good health, public health",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=health&tl=en&client=tw-ob,A2
healthy,In good health,sağlıklı,She leads a healthy lifestyle.,"adjective, noun","healthier, healthiest","fit, robust","unhealthy, sick","stay healthy, healthy diet",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=healthy&tl=en&client=tw-ob,B1
hear,Perceive with the ear the sound made by (someone or something),duymak,Can you hear that noise?,"verb, noun","hears, hearing, heard","listen to, overhear","ignore, disregard","hear clearly, hear a sound",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hear&tl=en&client=tw-ob,A2
hearing,The faculty of perceiving sounds,duyma,He has a hearing problem.,"noun, verb",hearings,auditory perception,deafness,"hearing loss, hearing aid",luyện trí não,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hearing&tl=en&client=tw-ob,B1
heart,A hollow muscular organ that pumps the blood through the circulatory system by rhythmic contraction and dilation,kalp,Her heart was beating fast.,"noun, verb",hearts,"ticker, pump",none,"heart attack, heart rate",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heart&tl=en&client=tw-ob,A2
heat,The quality of being hot; high temperature,ısı,The heat of the sun was intense.,"noun, verb","heats, heating, heated","warmth, hotness","cold, coolness","intense heat, feel the heat",thức ăn,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heat&tl=en&client=tw-ob,A1
heating,"Equipment or devices used to provide warmth, especially to a building",ısıtma,The heating system is not working.,"noun, verb",heatings,"warming, heat",cooling,"central heating, heating system",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heating&tl=en&client=tw-ob,B1
heaven,"A place regarded in various religions as the abode of God (or the gods) and the angels, and of the good after death, often traditionally depicted as being above the sky",cennet,They believe their loved ones are in heaven.,"noun, verb",heavens,"paradise, bliss",hell,"believe in heaven, go to heaven",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heaven&tl=en&client=tw-ob,A2
heavily,To a great degree; in large amounts,ağır şekilde,It rained heavily all night.,adverb,"heavier, heaviest","intensely, greatly","lightly, mildly","heavily influenced, heavily armed",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heavily&tl=en&client=tw-ob,B1
heavy,Of great weight; difficult to lift or move,ağır,The box was too heavy to lift.,"adjective, noun",heaviest,"weighty, massive","light, easy","heavy rain, heavy load",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heavy&tl=en&client=tw-ob,A2
heel,The back part of the human foot below the ankle,topuk,She has a blister on her heel.,"noun, verb",heels,"foot part, hindfoot",toe,"high heel, heel pain",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=heel&tl=en&client=tw-ob,A1
height,The measurement from base to top or (of a standing person) from head to foot,yükseklik,The height of the building is impressive.,"noun, verb",heights,"altitude, stature","depth, low","height of the building, at a great height",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=height&tl=en&client=tw-ob,A2
hell,"A place regarded in various religions as a spiritual realm of evil and suffering, often traditionally depicted as a place of perpetual fire beneath the earth, where the wicked are punished after death",cehennem,He was afraid of going to hell.,"noun, verb",hells,"underworld, inferno","heaven, paradise","go to hell, feel like hell",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hell&tl=en&client=tw-ob,A1
hello,Used as a greeting or to begin a telephone conversation,merhaba,She said hello to everyone.,"interjection, noun",hellos,"hi, greetings","goodbye, farewell","say hello, wave hello",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hello&tl=en&client=tw-ob,A1
help,Make it easier for (someone) to do something by offering one's services or resources,yardım,Can you help me with this task?,"verb, noun","helps, helping, helped","assist, aid","hinder, obstruct","offer help, need help",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=help&tl=en&client=tw-ob,A1
helpful,Giving or ready to give help,yardımsever,She was very helpful during the project.,"adjective, noun","more helpful, most helpful","supportive, cooperative","unhelpful, uncooperative","helpful advice, very helpful",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=helpful&tl=en&client=tw-ob,B1
help out,Assist someone,yardım etmek,He decided to help out at the community center.,phrasal verb,"helps out, helping out, helped out","assist, aid","hinder, obstruct","help out with, help out at",văn hóa,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=help%20out&tl=en&client=tw-ob,B1
hence,As a consequence; for this reason,bu yüzden,"The project is delayed; hence, the meeting is postponed.",adverb,none,"therefore, thus","henceforth, hereafter","hence the delay, hence the reason",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hence&tl=en&client=tw-ob,A2
her,Belonging to or associated with a female person or animal previously mentioned or easily identified,onun,She lost her keys.,pronoun,hers,"her own, belonging to her","his, him","her book, her house",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=her&tl=en&client=tw-ob,A1
hero,"A person who is admired for their courage, outstanding achievements, or noble qualities",kahraman,The firefighter was a hero.,"noun, verb","heroes, heroic","champion, savior","villain, coward","unsung hero, war hero",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hero&tl=en&client=tw-ob,A1
hers,Belonging to or associated with a female person previously mentioned,onunki,The book is hers.,pronoun,hers,"her own, her property","his, theirs","hers alone, all hers",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hers&tl=en&client=tw-ob,A1
herself,"Used to refer to a female person or animal previously mentioned as the object of a verb or preposition, when she is also the subject of the clause",kendi,She made the dress herself.,pronoun,herself,"herself, her own","himself, themselves","by herself, to herself",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=herself&tl=en&client=tw-ob,B1
hesitate,"Pause before saying or doing something, especially through uncertainty",tereddüt etmek,Do not hesitate to ask if you need anything.,"verb, noun","hesitates, hesitating, hesitated","pause, falter","proceed, continue","hesitate to ask, hesitate before",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hesitate&tl=en&client=tw-ob,B1
hi,Used as an informal greeting,merhaba,"Hi, how are you?",interjection,hello,"hello, hey",goodbye,"say hi, hi there",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hi&tl=en&client=tw-ob,A1
hide,Put or keep out of sight,saklamak,He tried to hide behind the tree.,"verb, noun","hides, hiding, hid","conceal, cover","reveal, expose","hide behind, hide from",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hide&tl=en&client=tw-ob,A1
high,Of great vertical extent,yüksek,The mountain is very high.,"adjective, noun","higher, highest","tall, elevated","low, short","high building, high mountain",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=high&tl=en&client=tw-ob,A1
highlight,An outstanding part of an event or period of time,vurgulamak,The highlight of the trip was the sunset.,"verb, noun","highlights, highlighting, highlighted","emphasize, underline","downplay, ignore","highlight the text, highlight of the",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=highlight&tl=en&client=tw-ob,B2
highly,To a high degree or level,çok,She is highly skilled.,adverb,"highlier, highliest","very, extremely",lowly,"highly recommended, highly effective",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=highly&tl=en&client=tw-ob,A2
highway,"A main road, especially one connecting major towns or cities",otoyol,They drove along the highway.,"noun, verb",highways,"road, freeway","path, byway","busy highway, main highway",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=highway&tl=en&client=tw-ob,B1
hill,"A naturally raised area of land, not as high or craggy as a mountain",tepe,We climbed a small hill.,"noun, verb",hills,"knoll, rise","valley, depression","steep hill, rolling hills",du lịch,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hill&tl=en&client=tw-ob,A1
him,Used to refer to a male person or animal previously mentioned or easily identified,onu,I saw him at the store.,pronoun,"his, him",himself,"her, it","see him, know him",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=him&tl=en&client=tw-ob,A1
himself,"Used to refer to a male person or animal previously mentioned as the object of a verb or preposition, when he is also the subject of the clause",kendisi,He built the house himself.,pronoun,himself,himself,herself,"by himself, for himself",trường học,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=himself&tl=en&client=tw-ob,B1
hip,The projection of the pelvis and upper thigh bone on each side of the body in human beings and quadrupeds,kalça,She has pain in her hip.,"noun, verb",hips,"pelvis, haunch",none,"hip pain, hip joint",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hip&tl=en&client=tw-ob,A1
hire,Obtain the temporary use of (something) for an agreed payment,kiralamak,They decided to hire a car.,"verb, noun","hires, hiring, hired","rent, lease",none,"hire a car, hire an employee",nghề nghiệp,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=hire&tl=en&client=tw-ob,B1
his,Belonging to or associated with a male person or animal previously mentioned or easily identified,onun,He forgot his keys.,pronoun,his,belonging to him,"her, hers","his book, his car",khác,en,,https://translate.google.com/translate_tts?ie=UTF-8&q=his&tl=en&client=tw-ob,A1
